district_code,district_name,name,address,address_coordinates,services,business_status
central_western_district,Central & Western District,Central District Branch,"2A Des Voeux Road Central, Hong Kong","22.280249,114.160161",ATM_RMB,
central_western_district,Central & Western District,Bonham Road Branch,"63 Bonham Road, Hong Kong","22.2844809,114.1409265",ATM_RMB,
central_western_district,Central & Western District,Shek Tong Tsui Branch,"534 Queen's Road West,  Shek Tong Tsui, Hong Kong","22.2862301,114.1345169",ATM_RMB,
central_western_district,Central & Western District,Kennedy Town Branch,"Harbour View Garden, 2-2F Catchick Street, Kennedy Town, Hong Kong","22.2835392,114.129382","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY",
central_western_district,Central & Western District,Connaught Road Central Branch,"13-14 Connaught Road Central, Hong Kong","22.282915,114.157785",ATM_RMB,
central_western_district,Central & Western District,Caine Road Branch,"57 Caine Road, Hong Kong","22.2808553,114.1526749",ATM_RMB,
central_western_district,Central & Western District,Des Voeux Road West Branch,"111-119 Des Voeux Road West, Hong Kong","22.2878895,114.1445758",ATM_RMB,
central_western_district,Central & Western District,Gilman Street Branch,"136 Des Voeux Road Central, Hong Kong","22.2852041,114.154669",ATM_RMB,
central_western_district,Central & Western District,Wyndham Street Branch,"G/F, South China Building, 1-3 Wyndham Street, Central, Hong Kong","22.2812076,114.1564853",ATM_RMB,
central_western_district,Central & Western District,Queen's Road Central Branch,"81-83 Queen’s Road Central, Hong Kong","22.2833787,114.1552884",ATM_RMB,
central_western_district,Central & Western District,Western District Branch,"386-388 Des Voeux Road West, Hong Kong","22.28681066270472,114.13728140294552","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY",
central_western_district,Central & Western District,First Street Branch,"55A First Street, Sai Ying Pun, Hong Kong","22.2865402,114.1425311",ATM_RMB,
central_western_district,Central & Western District,United Centre Branch,"Shop 1021, United Centre, 95 Queensway, Hong Kong","22.278421,114.165361",ATM_RMB,
central_western_district,Central & Western District,Shun Tak Centre Branch,"Shop 225, 2/F, Shun Tak Centre, 200 Connaught Road Central, HK","22.288101,114.1512204",ATM_RMB,
central_western_district,Central & Western District,Bank of China Tower Branch,"1 Garden Road, Hong Kong","22.27925,114.161572",ATM_RMB,
central_western_district,Central & Western District,Central District (Wing On House) Branch,"B/F-2/F, Wing on House, 71 Des Voeux Road Central, Hong Kong","22.283852,114.1564086","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY",
central_western_district,Central & Western District,Queen's Road West (Sheung Wan) Branch,"2-12 Queen's Road West, Sheung Wan, Hong Kong","22.2864297,114.1485646",ATM_RMB,
central_western_district,Central & Western District,Admiralty Centre ATM Services,"Shop#97, 1/F Admiralty Centre, 18 Harcourt Road, HK","22.279481,114.165224","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT,SELF_SERVICE",
central_western_district,Central & Western District,MTR Admiralty Station,"MTR Admiralty Station","22.2780189,114.165959","ATM_CENTRE,ATM_RMB",
central_western_district,Central & Western District,MTR Sheung Wan Station,"MTR Sheung Wan Station","22.286659,114.151947","ATM_CENTRE,ATM_RMB",
central_western_district,Central & Western District,MTR Central Station,"MTR Central Station","22.281488,114.158554","ATM_CENTRE,ATM_RMB",
central_western_district,Central & Western District,Euro Trade Centre ATM Services Centre,"Shop No.W, Euro Trade Centre 13-14 Connaught Road Central, HK","22.2827585,114.1576765","ATM_CENTRE,ATM_RMB",
central_western_district,Central & Western District,MTR Hong Kong Station,"MTR Hong Kong Station","22.28424,114.158882","ATM_CENTRE,ATM_RMB",
central_western_district,Central & Western District,3/F Bank of China Tower,"3/F Bank of China Tower, 1 Garden Road, HK","22.2796675,114.1612875","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT",
central_western_district,Central & Western District,G/F Bank of China Tower,"G/F Bank of China Tower, 1 Garden Road, HK","22.2796675,114.1612875","ATM_CENTRE,ATM_RMB,CHEQUE_DEPOSIT",
central_western_district,Central & Western District,University of Hong Kong ATM Centre,"Podium of Haking Wong Bldg, University of Hong Kong, Pok Fu Lam, HK","22.2828229,114.1361807","ATM_CENTRE,ATM_RMB",
central_western_district,Central & Western District,United Centre Self-Service Banking Centre,"Shop 1011, United Centre, 95 Queensway, HK","22.278421,114.165361","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE",
central_western_district,Central & Western District,MTR Kennedy Town Station,"MTR Kennedy Town Station","22.281316,114.128987","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE",
central_western_district,Central & Western District,MTR Sai Ying Pun Station,"MTR Sai Ying Pun Station","22.287326,114.144236","ATM_CENTRE,ATM_RMB",
central_western_district,Central & Western District,China's Foreign Ministry,"42 Kennedy Road, Central, Hong Kong","22.2770036,114.1630349",ATM_CENTRE,
central_western_district,Central & Western District,Central Barracks,"Block 10,  Central Barracks, Hong Kong","22.282400,114.163202","ATM_RMB,ATM_CENTRE",
central_western_district,Central & Western District,Hong Kong Special Administrative Region,"160 Connaught Road West, Sai Ying Pun, Hong Kong","22.288070,114.139828","ATM_CENTRE,ATM_RMB",
wan_chai_district,Wan Chai District,Happy Valley Wealth Management Centre,"Nos. 49-51A, Sing Woo Road, Happy Valley, Hong Kong","22.268552,114.186533",ATM_RMB,
wan_chai_district,Wan Chai District,409 Hennessy Road Branch,"409-415 Hennessy Road, Wan Chai, Hong Kong","22.279338,114.180549",ATM_RMB,
wan_chai_district,Wan Chai District,Wan Chai (China Overseas Building) Branch,"139 Hennessy Road, Wan Chai, Hong Kong","22.2776532,114.172805",ATM_RMB,
wan_chai_district,Wan Chai District,Percival Street Branch,"18 Percival Street, Causeway Bay, Hong Kong","22.2810066,114.1824703",ATM_RMB,
wan_chai_district,Wan Chai District,Harbour Road Branch,"Shop 4, G/F, Causeway Centre, 28 Harbour Road, Wan Chai, Hong Kong","22.2798311,114.1760776","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY",
wan_chai_district,Wan Chai District,Wan Chai (Wu Chung House) Branch,"213 Queen's Road East, Wan Chai, Hong Kong","22.2745372,114.1728407",ATM_RMB,
wan_chai_district,Wan Chai District,Johnston Road Branch,"152-158 Johnston Road, Wan Chai, Hong Kong","22.276552,114.174389",ATM_RMB,
wan_chai_district,Wan Chai District,Causeway Bay Branch,"Shop B, C & D on G/F & 1/F-3/F, Radio City, 505 Hennessy Road, Causeway Bay, Hong Kong","22.280542,114.183335",ATM_RMB,
wan_chai_district,Wan Chai District,Happy Valley Branch,"11 King Kwong Street, Happy Valley, Hong Kong","22.268921,114.185223",ATM_RMB,
wan_chai_district,Wan Chai District,Jardine's Bazaar Branch,"G/F, Siki Centre, No.23 Jardine's Bazaar, Causeway Bay, Hong Kong","22.279608,114.185114",ATM_RMB,
wan_chai_district,Wan Chai District,MTR Wan Chai Station,"MTR Wan Chai Station","22.2773543,114.1730167","ATM_CENTRE,ATM_RMB",
wan_chai_district,Wan Chai District,Happy Valley Racecourse (Public Stand) ATM Services Centre,"Happy Valley Racecourse - Public Entrance","22.269802,114.18402","ATM_CENTRE,ATM_RMB",
wan_chai_district,Wan Chai District,Happy Valley Racecourse(Member Stand) ATM Services Centre,"Happy Valley Racecourse-1/F Member's Main Entrance","22.2722588771868,114.1803503036499","ATM_CENTRE,ATM_RMB",
wan_chai_district,Wan Chai District,MTR Causeway Bay Station,"MTR Causeway Bay Station","22.2800834,114.1826128","ATM_CENTRE,ATM_RMB",
wan_chai_district,Wan Chai District,Immigration Tower ATM Services Centre,"Room 1, 1/F Immigration Tower 7 Gloucester Road, Wan Chai, HK","22.2793434,114.1731023","ATM_CENTRE,ATM_RMB",
wan_chai_district,Wan Chai District,Leighton Road Branch,"Shop A & B, G/F, First Commercial Building, 33-35 Leighton Road, Causeway Bay, Hong Kong","22.277174,114.1819011","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT,SELF_SERVICE",
wan_chai_district,Wan Chai District,Ruttonjee Hospital,"LG3, Ruttonjee Hospital, 266 Queen's Road East, Wan Chai, Hong Kong","22.275799,114.175333","ATM_RMB,ATM_CENTRE",
wan_chai_district,Wan Chai District,Tung Wah Eastern Hospital,"G/F, Main Block, Tung Wah Eastern Hospital, 19 Eastern Hospital Road, Causeway Bay, Hong Kong","22.274776,114.190236","ATM_RMB,ATM_CENTRE",
wan_chai_district,Wan Chai District,The Hong Kong Academy for Performing Arts,"Portion of G/F Academy Block, The Hong Kong Academy for Performing Arts, 1 Gloucester Road, Wan Chai, Hong Kong","22.280042,114.170094","ATM_RMB,ATM_CENTRE",
eastern_district,Eastern District,Heng Fa Chuen Branch,"Shop 205-208, East Wing Shopping Ctr, Heng Fa Chuen, Chai Wan, HK","22.277675,114.2395195",ATM_RMB,
eastern_district,Eastern District,North Point (Hang Ying Building) Branch,"Shop B1, 318-328 King' s Road, North Point, Hong Kong","22.290118916372773,114.19621556997299",ATM_RMB,
eastern_district,Eastern District,Quarry Bay Branch,"Parkvale, 1060 King's Road, Quarry Bay, Hong Kong","22.2845867,114.2133736",ATM_RMB,
eastern_district,Eastern District,Sai Wan Ho Branch,"142-146 Shau Kei Wan Road, Sai Wan Ho, Hong Kong","22.2811483,114.2226749",ATM_RMB,
eastern_district,Eastern District,Lee Chung Street Branch,"29-31 Lee Chung Street, Chai Wan, Hong Kong.","22.2657514,114.2359625","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY",
eastern_district,Eastern District,Sheung On Street Branch,"77 Sheung On Street, Chai Wan, Hong Kong","22.2674931,114.243502","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY",
eastern_district,Eastern District,King's Road Branch,"131-133 King's Road, North Point, Hong Kong","22.2876806,114.1929691",ATM_RMB,
eastern_district,Eastern District,Healthy Village Branch,"Shop 1&2, Healthy Village Phase II, 668 King's Rd, North Point, HK","22.2919531,114.2062597","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY",
eastern_district,Eastern District,Chai Wan Branch,"Block B, Walton Estate, 341-343 Chai Wan Road, Chai Wan, Hong Kong","22.263987,114.2392275",ATM_RMB,
eastern_district,Eastern District,Siu Sai Wan Branch,"Shop 19, Cheerful Garden, Siu Sai Wan, Hong Kong","22.2627311,114.2509844",ATM_RMB,
eastern_district,Eastern District,Aldrich Garden  Branch,"Shop 58, Aldrich Garden, Shau Kei Wan, Hong Kong","22.2801139,114.2281781",ATM_RMB,
eastern_district,Eastern District,Kam Wa Street Branch,"3 Kam Wa Street, Shau Kei Wan, Hong Kong","22.2779651,114.2302779",ATM_RMB,
eastern_district,Eastern District,City Garden Branch,"233 Electric Road, North Point, Hong Kong","22.29075921449037,114.19449627399445",ATM_RMB,
eastern_district,Eastern District,Taikoo Shing Branch,"Shop P1025-1026 , Chi Sing Mansion, Taikoo Shing, HK","22.286204,114.2186012",ATM_RMB,
eastern_district,Eastern District,North Point Branch,"Shop B & C, G/F, King's Towers, 480 King's Road, North Point, Hong Kong","22.291197,114.201019",ATM_RMB,
eastern_district,Eastern District,Shau Kei Wan (Po Man Building) Branch,"260-262 Shau Kei Wan Road, Shau Kei Wan, Hong Kong","22.2803379,114.2246653",ATM_RMB,
eastern_district,Eastern District,North Point (King's Centre) Branch,"193-209 King's Road, North Point, Hong Kong","22.28943828618466,114.19420726597309",ATM_RMB,
eastern_district,Eastern District,Lai Tak Tsuen,"G/F, Block 6, Lai Tak Tsuen, Tai Hang, HK","22.2784156,114.1939856","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,Tin Hau Lau Sin Street ATM Services,"G/F, Park View Mansion, #3 Lau Sin Street, Tin Hau, HK","22.283216,114.192162","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE",
eastern_district,Eastern District,MTR Tai Koo Station,"MTR Tai Koo Station","22.2845337,114.2162496","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,MTR North Point Station,"MTR North Point Station","22.290879,114.2006345","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,MTR Tin Hau Station,"MTR Tin Hau Station","22.2826838,114.1915316","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,MTR Heng Fa Chuen Station,"MTR Heng Fa Chuen Station","22.2766647,114.2398653","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,MTR Chai Wan Station,"MTR Chai Wan Station","22.2645261,114.2371801","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,MTR Fortress Hill Station,"MTR Fortress Hill Station","22.2883244,114.1939313","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,MTR Shau Kei Wan Station,"MTR Shau Kei Wan Station","22.2789312,114.2291588","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,Yiu Tung Shopping Centre ATM Services,"1/F, Yiu Tung Shopping Centre, Yiu Tung Estate, Shaukeiwan","22.277426,114.224106","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,MTR Sai Wan Ho Station,"MTR Sai Wan Ho Station","22.2818951,114.222468","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,Kornhill Plaza (South) ATM Services Centre,"2/F, Kornhill Plaza (South), 2 Kornhill Road, Quarry Bay, HK","22.284487,114.216001","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,MTR Quarry Bay Station,"MTR Quarry Bay Station","22.287944859016434,114.20982778072357","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,Taikoo Shing (Yiu Sing Mansion),"G1012-G1013, Yiu Sing Mansion, Taikoo Shing, Hong Kong","22.286372,114.218760","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT,SELF_SERVICE",
eastern_district,Eastern District,Tsui Wan Estate,"ATM No.2 Ground Floor, Tsui Wan Shopping Centre, Tsui Wan Estate, Chai Wan, Hong Kong","22.267949,114.240396","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,China Life (Overseas),"G/F, 480 King's Road, North Point.","22.291066,114.201141","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,AIA Tower,"12/F AIA Tower, 183 Electric Road, North Point Hong Kong","22.288422,114.192742",CHEQUE_DEPOSIT,
eastern_district,Eastern District,North Point Wealth Management Centre,"Shop 5B , G/F, Roca Centre, 460-470 King's Road, North Point, Hong Kong","22.291105,114.200661","ATM_CENTRE,ATM_RMB",
eastern_district,Eastern District,Pamela Youde Nethersole Eastern Hospital,"G/F, Main Block, Pamela Youde Nethersole Eastern Hospital, 3 Lok Man Road, Chai Wan, Hong Kong","22.269438,114.236508","ATM_RMB,ATM_CENTRE",
southern_district,Southern District,Hong Kong Parkview,"G/F, Commercial Centre, Hong Kong Parkview, 88 Tai Tam Reservoir Rd, HK","22.2581293,114.1983816","ATM_CENTRE,ATM_RMB",
southern_district,Southern District,Aberdeen Branch,"25 Wu Pak Street, Aberdeen, Hong Kong","22.2481767,114.1550356",ATM_RMB,
southern_district,Southern District,Ap Lei Chau Branch,"13-15 Wai Fung Street, Ap Lei Chau, Hong Kong","22.2441922,114.1565771",ATM_RMB,
southern_district,Southern District,Tin Wan Branch,"2-12 Ka Wo Street, Tin Wan, Hong Kong","22.2496827,114.148904","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY",
southern_district,Southern District,South Horizons Branch,"G38, West Centre Marina Square, South Horizons, Ap Lei Chau, HK","22.243666,114.146845",ATM_RMB,
southern_district,Southern District,Chi Fu Landmark Branch,"Shop 510, Chi Fu Landmark, Pok Fu Lam, Hong Kong","22.257917,114.138883","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY",
southern_district,Southern District,Stanley Branch,"Shop No.301B, Stanley Plaza, Hong Kong","22.219544079024516,114.20982241630554",ATM_RMB,
southern_district,Southern District,Shek Pai Wan Shopping Centre ATM Services,"Next to Shop 2, LG 1/F, Shek Pai Wan Shopping Centre","22.249771,114.157404","ATM_CENTRE,ATM_RMB",
southern_district,Southern District,Wong Chuk Hang Road,"40 Wong Chuk Hang Road, Hong Kong.","22.248186,114.166206","ATM_CENTRE,ATM_RMB",
southern_district,Southern District,Hong Kong Adventist Hospital,"ATM at Hong Kong Adventist Hospital, 40 Stubbs Road,Hong Kong.","22.263565,114.184265","ATM_CENTRE,ATM_RMB",
southern_district,Southern District,Lei Tung Commercial Centre,"ATM No.2 on Level 2, Phase II of Lei Tung Commercial Centre, Hong Kong.","22.241107,114.156484","ATM_CENTRE,ATM_RMB",
southern_district,Southern District,Ap Lei Chau Estate,"Shop No.12 Ground Floor, Lei Chak House, Ap Lei Chau Estate, 322,326,328,330 and 332 Ap Lei Chau Bridge Road, Ap Lei Chau, Hong Kong.","22.244708,114.150138","ATM_CENTRE,ATM_RMB",
southern_district,Southern District,Wah Fu (1) Shopping Centre,"Shop No.22 at  G/F, Wah Fu (1) Shopping Centre, 23 Wah Fu Road, Pokfulam, Hong Kong","22.250162,114.137494","ATM_CENTRE,ATM_RMB,CHEQUE_DEPOSIT,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE",
southern_district,Southern District,Grantham Hospital,"G/F, Main Block, Grantham Hospital, 125 Wong Chuk Hang Road, Aberdeen, HK","22.251101,114.173293","ATM_RMB,ATM_CENTRE",
southern_district,Southern District,Queen Mary Hospital,"G/F, Wing A, Main Hospital Building, Queen Mary Hospital, 102 Pokfulam Road, Hong Kong","22.270272,114.131178","ATM_RMB,ATM_CENTRE",
southern_district,Southern District,Ocean Park Station,"ATM Site OCP 4-b, Unpaid Concourse of MTR Ocean Park Station","22.248724,114.174318","ATM_CENTRE,ATM_RMB",
southern_district,Southern District,Lei Tung Station,"ATM Site LET ATM1, Unpaid Concourse of MTR Lei Tung Station","22.241936,114.156096","ATM_CENTRE,ATM_RMB",
southern_district,Southern District,Wong Chuk Hang Station,"Shop WCH6, Unpaid Concourse of MTR Wong Chuk Hang Station","22.247980,114.167985","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE",
yau_tsim_mong_district,Yau Tsim Mong District,Prince Edward Branch,"774 Nathan Road, Kowloon","22.325211,114.1682503",ATM_RMB,
yau_tsim_mong_district,Yau Tsim Mong District,Fuk Tsun Street Branch,"32-40 Fuk Tsun Street, Tai Kok Tsui, Kowloon","22.3212951,114.1642719",ATM_RMB,
yau_tsim_mong_district,Yau Tsim Mong District,Humphrey's Avenue Branch,"4-4A Humphrey's Avenue, Tsim Sha Tsui, Kowloon","22.2981631,114.1726582",ATM_RMB,
yau_tsim_mong_district,Yau Tsim Mong District,Mong Kok (Silvercorp Int'l Tower) Branch,"Shop B, 707-713 Nathan Road, Mong Kok, Kowloon","22.32054410347764,114.16894018650055",ATM_RMB,
yau_tsim_mong_district,Yau Tsim Mong District,Jordan Road Branch,"1/F, Sino Cheer Plaza, 23-29 Jordan Road, Kowloon","22.3054987,114.1706548","ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY",
yau_tsim_mong_district,Yau Tsim Mong District,Mong Kok Branch,"589 Nathan Road, Mong Kok, Kowloon","22.3157722,114.1699893",ATM_RMB,
yau_tsim_mong_district,Yau Tsim Mong District,Prince Edward Road West (Mong Kok) Branch,"116-118 Prince Edward Road West, Mong Kok, Kowloon","22.324465,114.168068","",
yau_tsim_mong_district,Yau Tsim Mong District,Tsim Sha Tsui Branch,"24-28 Carnarvon Road, Tsim Sha Tsui, Kowloon","22.299577,114.173312",ATM_RMB,
yau_tsim_mong_district,Yau Tsim Mong District,Shanghai Street (Prince Edward) Branch,"689-693 Shanghai Street, Mong Kok, Kowloon","22.3225649,114.1673973",ATM_RMB,
yau_tsim_mong_district,Yau Tsim Mong District,Tai Kok Tsui Branch,"73-77 Tai Kok Tsui Road, Tai Kok Tsui, Kowloon","22.3203,114.1618055",ATM_RMB,
